original	corrected	count
etınedim	etmedim	1
kansının	karısının	1
Istarıbul'a	İstanbul'a	1
Curnhuriyeti'nin	Cumhuriyeti'nin	1
Osrnanoğlu	Osmanoğlu	1
yaşadiğ	yaşadığ	1
Orhan'in	Orhan'ın	1
odasiydi	odasıydı	1
esrarli	esrarlı	1
Sadikoğlu	Sadıkoğlu	1
k1zi	kızı	1
kiyilan	kıyıları	1
nikâhindan	nikahından	1
Hanimsultan	Hanımsultan	1
Isvicre	İsviçre	1
