original	corrected	count
Tiirklerin	Türklerin	1
imimde	rinde	1
Çünkıi	Çünkü	1
neferlerimi	neferlerin	1
eminini	emrini	1
saflan	safları	1
onanlar	ormanlar	1
başlamasmdan	başlamasından	1
gurusıı	guruşu	1
Osınanh	Osmanh	1
enirindeki	emrindeki	1
Antlaşması’nm	Antlaşması’nın	1
Tiirklerden	Türklerden	1
çarpışına	çarpışma	1
zabitanm	zabitanın	1
eminine	emrine	1
otıız	otuz	1
omanlar	ormanlar	1
asken	askeri	1
Abdiilkerim	Abdülkerim	1
