original	corrected	count
koçbaşlarini	koçbaşlarını	1
manciniklari	mancınıkları	1
dehayi	dehayı	1
kokulari	kokuları	1
Saldiri	Saldırı	1
bombardiman	bombardıman	1
adla	adlı	1
mezarini	mezarını	1
olmuşlardir	olmuşlardır	1
Insanlik	İnsanlık	1
panayıri	panayırı	1
kinamasina	kınamasına	1
Its	İts	1
yayınci	yayıncı	1
yayımladiğ	yayımladığ	1
Contantinople	Contantınople	1
Abdulbamid	Abdülbamıd	1
karşılaştirildiğinda	karşılaştırıldığında	1
kutsalliğınin	kutsallığının	1
soyulmasi	soyulması	1
yağmasi	yağması	1
yağmasiyla	yağmasıyla	1
ikonlari	ikonları	1
dağitilir	dağıtılır	1
tazminatidir	tazminatıdır	1
Sismondi	Sismondı	1
olanaksizdir	olanaksızdır	1
kullanilmaya	kullanılmaya	1
anlaşmazliklarla	anlaşmazlıklarla	1
sonuçlanmamasi	sonuçlanmaması	1
ayağimin	ayağının	1
silik	şılık	1
elimdeki	elindeki	1
yanimdadir	yanımdadır	1
tozlarini	tozlarını	1
araştiracağina	araştıracağına	1
savunmasiz	savunmasız	1
surlari	surları	1
Taşralarin	Taşraların	1
toplanirdi	toplanırdı	1
aklin	aklın	1
yüzyillarin	yüzyılların	1
kaynaklandiğini	kaynaklandığını	1
kaldiğini	kaldığını	1
haksizlik	haksızlık	1
yollarinin	yollarının	1
makamiydi	makamıydı	1
Hristiyanliğin	Hristiyanlığın	1
hukukçularindan	hukukçularından	1
dogmalarinin	dogmalarının	1
Avrupa’sinda	Avrupa’sında	1
hatirladiğimizda	hatırladığımızda	1
kapatirken	kapatırken	1
ormanlari	ormanları	1
Hindistan’in	Hindistan’ın	1
baharatlarina	baharatlarına	1
rüzgârlarin	rüzgarların	1
Haritayi	Haritayı	1
ağzinda	ağzında	1
savunmali	savunmalı	1
imtiyazlari	imtiyazları	1
toplanmasi	toplanması	1
olmayacaktir	olmayacaktır	1
demiryollarinin	demiryollarının	1
inşasi	inşası	1
tüccarin	tüccarın	1
artirmiştir	artırmıştır	1
yariküreler	yarıküreler	1
dağitilmasinda	dağıtılmasında	1
olmamişt	olmamışt	1
sarsilmazsa	sarsılmazsa	1
yazik!	yazık!	1
kervaninin	kervanının	1
zin	zın	1
isti	işti	1
bağlantiyla	bağlantıyla	1
Janizaries	Janizarıes	1
adhi	adhı	1
mükâlemeyi	mükalemeyi	1
Iskender	İskender	1
tahtina	tahtına	1
kaldirmak	kaldırmak	1
Kadim	Kadın	1
Imparatorluğu’na	İmparatorluğu’na	1
çalişıyordu	çalışıyordu	1
yapilyordu	yapılyordu	1
altincisi	altıncısı	1
nüfuzlulari	nüfuzluları	1
çabaliyordu	çabalıyordu	1
utandiriyordu	utandırıyordu	1
taşindi	taşındı	1
başarinin	başarının	1
kuşatmalarindan	kuşatmalarından	1
Eads’in*	Eads’ın*	1
Hatti’ndan	Hattı’ndan	1
koşmanin	koşmanın	1
çıkardi	çıkardı	1
Irmağindaki	Irmağındakı	1
artiklarini	artıklarını	1
onarip	onarıp	1
Kistaği’na	Kıstağı’na	1
uyandirmasina	uyandırmasına	1
Başarisi	Başarısı	1
kaynaklaniyordu	kaynaklanıyordu	1
çıkarilmasina	çıkarılmasına	1
Misır’da	Mısır’da	1
faydali	faydalı	1
taça	tica	1
yazilmiş	yazılmış	1
kanitlar	kanıtlar	1
tartişmak	tartışmak	1
arasi	arası	1
karşılaştirmak	karşılaştırmak	1
Ammen	Annem	1
payi	payı	1
planindaki	planındaki	1
inanmayanlarin	inanmayanların	1
açisiyla	açısıyla	1
icadinin	icadının	1
hassalarini	hassalarını	1
rakimda	rakımda	1
aşirmanin	aşırmanın	1
yasama	yaşama	1
Harlan	Harman	1
ağirliğini	ağırlığını	1
kartalinin	kartalının	1
aşırilmasinin	aşırılmasının	1
rayli	raylı	1
kaldirabilecek	kaldırabilecek	1
yapilabilirse	yapılabilirse	1
dolayisıyla	dolayısıyla	1
Kisacasi	Kısacası	1
yapilabileceğini	yapılabileceğini	1
planina	planına	1
Sigortacilarin	Sigortacıların	1
almayacaklarindan	almayacaklarından	1
çirketi	cirketi	1
hasarsiz	hasarsız	1
levhali	levhalı	1
karşılaşacakti	karşılaşacaktı	1
Rowland’in	Rowland’ın	1
Argümaninı	Argümanını	1
dayandiklari	dayandıkları	1
yapimcilarinin	yapımcılarının	1
omurgalarinin	omurgalarının	1
kizaklarinin	kızaklarının	1
uzunluklarinin	uzunluklarının	1
Başkanimiz	Başkanımız	1
tankin	tankın	1
bihakkin	bihakkın	1
Garda	Girdi	1
alişkin	ilişkin	1
kaldirilmasi	kaldırılması	1
kuşatmasıni	kuşatmasını	1
Adige	Adıge	1
Irmaği’ndan	Irmağı’ndan	1
ulaştirilmişti	ulaştırılmıştı	1
kadırgasi	kadırgası	1
oyuncaği	oyuncağı	1
karşılaştirilma	karşılaştırılma	1
yapilamayacağini	yapılamayacağını	1
kalmiştim	kalmıştım	1
kaldirilirken	kaldırılırken	1
duymamişti	duymamıştı	1
ağirliğindan	ağırlığından	1
olsaydi	olsaydı	1
Istilâcilari	İstilacıları	1
doğmayabilirdi	doğmayabılırdı	1
mparator	imparator	1
kahramanliğinin	kahramanlığının	1
gelimeleri	gelmeleri	1
bağışlatici	bağışlatıcı	1
savunmalari	savunmaları	1
sağlamlaşmiştir	sağlamlaşmıştır	1
donanimlarinda	donanımlarında	1
yapmişti	yapmıştı	1
israrci	ısrarcı	1
birakmadi	bırakmadı	1
şiğinda	şısında	1
tamamlamasina	tamamlamasına	1
ortalari	ortaları	1
topçulariydi	topçularıydı	1
alinamayacağini	alınamayacağını	1
Anibal’i	Anibal’ı	1
çabalarina	çabalarına	1
vursa	vurma	1
Plani	Planı	1
bağlantisini	bağlantısını	1
yaptirdi	yaptırdı	1
kirlk	kırık	1
yakasi	yakası	1
korumasi	koruması	1
aşmasini	aşmasını	1
yildiramadi	yıldıramadı	1
padişahti	padişahtı	1
yakasindaydi	yakasındaydı	1
firtinayi	fırtınayı	1
saptirabildi	saptırabıldı	1
atlarimi	atlarını	1
kitliğa	kıtlığı	1
almanin	almanın	1
anladi	anladı	1
yilmaz	yılmaz	1
fermanlarinda	fermanlarında	1
tanimlanirdi	tanımlanırdı	1
başındaydi	başındaydı	1
ağırliğinda	ağırlığında	1
hazirliklari	hazırlıkları	1
kapandi	kapandı	1
Kayitlari	Kayıtları	1
Kumandanlari	Kumandanları	1
Justiniani	Justinianı	1
sikışmişlardi	sıkışmışlardı	1
onarimlar	onarımlar	1
haykırdilar	haykırdılar	1
firtina	fırtına	1
pişmanlik	pişmanlık	1
duymadi	duymadı	1
rüzgârinın	rüzgarının	1
Hiristiyanliğinin	Hıristiyanlığının	1
kayitsizlikla	kayıtsızlıkla	1
saldirganliğinin	saldırganlığının	1
söylemiti	söylenti	1
kuşatilmasiydi	kuşatılmasıydı	1
kismeti	kısmeti	1
yazginin	yazgının	1
sancağiydi	sancağıydı	1
savunmayi	savunmayı	1
Italya’dan	İtalya’dan	1
karşisindaki	karşısındaki	1
sayisal	sayısal	1
kolaylatirmak	kolaylatırmak	1
istilâcinin	istilacının	1
darmadağin	darmadağın	1
arkalarindan	arkalarından	1
Galata’nin	Galata’nın	1
surlu	şunu	1
istihkâmcilari	istihkamcıları	1
savaşimizda	savaşımızda	1
Kasimpaşa	Kasımpaşa	1
kuzeybatisindan	kuzeybatısından	1
kapatti	kapattı	1
hazirlanan	hazırlanan	1
dualari	duaları	1
yüzyili	yüzyılı	1
sirtinda	sırtında	1
yukarisindadir	yukarısındadır	1
Beşiktaşin	Beşiktaşın	1
karişıklari	karışıkları	1
yarisı	yarısı	1
Sultanlari	Sultanları	1
aldiğinda	aldığında	1
planlarini	planlarını	1
soğukkanlilikla	soğukkanlılıkla	1
alinarak	alınarak	1
inanci	inancı	1
kapisinin	kapısının	1
sanati	sanatı	1
dünyasnda	dünyasında	1
kullaniyordu	kullanıyordu	1
issizlaşmişti	işsizlaşmıştı	1
Cenova’nin	Cenova’nın	1
taşımişlardi	taşımışlardı	1
delikanliydi	delikanlıydı	1
doğrulanmasindan	doğrulanmasından	1
kumandandi	kumandandı	1
ilâveten	ilaveten	1
Hiristiyanlardi	Hıristiyanlardı	1
operasyonlarinda	operasyonlarında	1
manciniği	mancınığı	1
yararlaniyorsa	yararlanıyorsa	1
başvurmaktaydi	başvurmaktaydı	1
tanimlanabilecek	tanımlanabilecek	1
patladi	patladı	1
firladi	fırladı	1
kilogramlik	kilogramlık	1
kapilara	kapılara	1
boşunaydi	boşunaydı	1
silahiyla	silahıyla	1
saldirilara	saldırılara	1
ithami	itham	1
altmı	altın	1
kadardir	kadardır	1
nazir	nazır	1
saldiriya	saldırıya	1
taraflarina	taraflarına	1
dragomanlarin	dragomanların	1
bayıri	bayırı	1
saçilmiş	saçılmış	1
yağlanmiş	yağlanmış	1
Ağaçliklar	Ağaçlıklar	1
kalabalikla	kalabalıkla	1
sayfalarndaki	sayfalarndakı	1
fazlaydi	fazlaydı	1
olmadiğına	olmadığına	1
noktalarinı	noktalarını	1
ayirır	ayırır	1
dolayi	dolayı	1
karargâhlarinda	karargahlarında	1
saldirmaya	saldırmaya	1
harekâtinin	harekatının	1
adlandirilabilir	adlandırılabilir	1
hazirlandilar	hazırlandılar	1
başlatildiği	başlatıldığı	1
atini	atını	1
manualin	manualın	1
fermanlarina	fermanlarına	1
tuğrasinin	tuğrasının	1
kapağindaki	kapağındaki	1
hazirlanmak	hazırlanmak	1
Tanri	Tanrı	1
saldirinin	saldırının	1
saflarini	saflarını	1
mparatoru	imparatoru	1
Allah’dir	Allah’dır	1
haykirışlari	haykırışları	1
mihmandarlik	mihmandarlık	1
muhasaranin	muhasaranın	1
kafasini	kafasını	1
karişıkliklar	karışıklıklar	1
hayırli	hayırlı	1
dağildi	dağıldı	1
kazandi	kazandı	1
hanedanlari	hanedanları	1
diplomatlarinın	diplomatlarının	1
karıştiran	karıştıran	1
yiğilan	yığılan	1
irfanin	irfanın	1
Roma’sinda	Roma’sında	1
başlamişti	başlamıştı	1
karişıkliğa	karışıklığa	1
roum	rom	1
yali	yılı	1
olmasaydi	olmasaydı	1
kurtarilmişti	kurtarılmıştı	1
Basileioslar’in	Basileioslar’ın	1
çikişina	çıkışına	1
Roumania	Roumanıa	1
Romaic’dir	Romaıc’dır	1
taniniyor	tanınıyor	1
tanimlanir	tanımlanır	1
Yunancanin	Yunancanın	1
Saksonlarin	Saksonların	1
Fransizca’dan	Fransızca’dan	1
yakişmaz	yakışmaz	1
Imparatorluğunu	İmparatorluğunu	1
dayandi	dayandı	1
dayaniklilik	dayanıklılık	1
oynadi	oynadı	1
çağrildi	çağrıldı	1
adlandiralim	adlandıralım	1
Zenaatkârlari	Zenaatkârları	1
loncalariyla	loncalarıyla	1
esnaflarin	esnafların	1
kaldiramadi	kaldıramadı	1
telgrafin	telgrafın	1
sarıldiği	sarıldığı	1
ziddiydi	zıddıydı	1
sorgulanabiliyor	sorgulanabılıyor	1
dağitamadiği	dağıtamadığı	1
ayrilmış	ayrılmış	1
imparatorlarina	imparatorlarına	1
varliğinin	varlığının	1
gruplarindaki	gruplarındaki	1
hükümranliktan	hükümranlıktan	1
potestadir	potestadır	1
yazlik	yazlık	1
Tuna’nin	Tuna’nın	1
arinmiş	arınmış	1
serin	senin	1
karli	karlı	1
berraktir	berraktır	1
tathi	tathı	1
nehrini	nehrin	1
yarimada	yarımada	1
bağliyorsa	bağlıyorsa	1
Limani’na	Limanı’na	1
ayırdiğina	ayırdığına	1
bağimli	bağımlı	1
dolaşir	dolaşır	1
yolculari	yolcuları	1
çıkarsaniz	çıkarsanız	1
karilarini	karılarını	1
karişımdir	karışımdır	1
hadimağalar	hadımağalar	1
yiğilmiştir	yığılmıştır	1
avantaji	avantajı	1
noktasini	noktasını	1
sihhilikle	sıhhilikle	1
münakaşadir	münakaşadır	1
başlangi	başlangı	1
aliyormuş	alıyormuş	1
kiyılarina	kıyılarına	1
bakiyorlardi	bakıyorlardı	1
tamamladiklarinda	tamamladıklarında	1
durmuşlardi	durmuşlardı	1
Israillilerin	İsraillilerin	1
Euxinus’a	Euxınus’a	1
boğazin	boğazın	1
tartişmalara	tartışmalara	1
açmiştir	açmıştır	1
Limani	Limanı	1
dayanir	dayanır	1
hayvanin	hayvanın	1
tarimin	tarımın	1
amacin	amacın	1
alinmazsa	alınmazsa	1
hatirlayacaklardir	hatırlayacaklardır	1
Dünya’yi	Dünya’yı	1
kalmıti	kalmıtı	1
malumatli	malumatlı	1
aniliyordu	anlıyordu	1
anlatilara	anlatılan	1
balikçılikla	balıkçılıkla	1
Yunanli	Yunanlı	1
Iran’la	İran’la	1
komutanlari	komutanları	1
Sokrat’in	Sokrat’ın	1
Firat'ta	Fırat'ta	1
Anabasis	Anabasıs	1
Balik	Balık	1
sağlamışti	sağlamıştı	1
dürmüşlerdi	durmuşlerdi	1
tonbaliği	tonbalığı	1
baliğin	balığın	1
yosunlarin	yosunların	1
Akarsularin	Akarsuların	1
dağarciktan	dağarcıktan	1
uzmanlarin	uzmanların	1
Iranlilar	İranlılar	1
aliştiği	alıştığı	1
toplari	topları	1
Kurtarici	Kurtarıcı	1
tavanindan	tavrından	1
yariçapi	yarıçapı	1
sunmuşlardi	sunmuşlardı	1
istilacilar	istilacılar	1
Galyallar’in	Galyallar’ın	1
Galata’dir	Galata’dır	1
ayağimizin	ayağımızın	1
kasnak	kurmak	1
Kapi	Kapı	1
taşinan	taşınan	1
Deryaliğa	Deryalığa	1
yazdirdiğ	yazdırdığ	1
yakilmasini	yakılmasını	1
yapilmı	yapılmı	1
oturtulmasiyla	oturtulmasıyla	1
hizi	hızı	1
kazandirır	kazandırır	1
kariştiran	karıştıran	1
kurumlu	kurumu	1
dumanlari	dumanları	1
Burayi	Burayı	1
çağrşımlarin	çağrşımların	1
Daği’ndan	Dağı’ndan	1
kuşatmasini	kuşatmasını	1
kiyılarda	kıyılarda	1
vapurlarinin	vapurlarının	1
manzaralarinin	manzaralarının	1
manzarayi	manzarayı	1
açilarak	açılarak	1
yanlarina	yanlarına	1
kaptani	kaptanı	1
başarmişti	başarmıştı	1
çağrişıma	çağrışıma	1
Adalarina	Adalarına	1
irfaninin	irfanının	1
kayaliklari	kayalıkları	1
kayalardi	kayalardı	1
Medea’nin	Medea’nın	1
çatinin	çatının	1
şadiğı	şadığı	1
kayalarina	kıyılarına	1
Hera	Hem	1
yanindaydi	yanındaydı	1
parliyordu	parlıyordu	1
Kayaliklara	Kayalıklara	1
çalkantili	çalkantılı	1
çırpintili	çırpıntılı	1
tatmadik	tatmadık	1
kaptanlarini	kaptanlarını	1
korkutamamıti	korkutamamıtı	1
ihtirasliydi	ihtiraslıydı	1
imdadina	imdadına	1
açıklik	açıklık	1
yakarir	yakarır	1
patlamasindan	patlamasından	1
Sirtlarinda	Sırtlarında	1
zit	zıt	1
aktiği	aktığı	1
sularinın	sularının	1
çarpişmasi	çarpışması	1
balkçılarin	balkçıların	1
ağlarin	ağların	1
yazarlarinca	yazarlarınca	1
olmalidır	olmalıdır	1
yapisal	yapısal	1
olmalidir	olmalıdır	1
yalancilarin	yalancıların	1
Sağliğinda	Sağlığında	1
anlaticidir	anlatıcıdır	1
tirmandiğini	tırmandığını	1
yapilmadiği	yapılmadığı	1
olmadiğınin	olmadığının	1
kayaliklarin	kayalıkların	1
taniğiyim	tanığıyım	1
yeralti	yeraltı	1
kanali	kanalı	1
ağzini	ağzını	1
yazarlari	yazarları	1
ağirdir	ağırdır	1
tikayan	tıkayan	1
yıkti	yıktı	1
boşaldi	boşaldı	1
baz	biz	1
parçaladiği	parçaladığı	1
bilgilerim	bilgilerin	1
aldiğım	aldığım	1
sicaklik	sıcaklık	1
yapmamiş	yapmamış	1
birakmıyor	bırakmıyor	1
kayıtlarina	kayıtlarına	1
kanalindan	kanalından	1
Akintisi	Akıntısı	1
peyzajinin	peyzajının	1
peyzajin	peyzajın	1
yapilmakta	yapılmakta	1
besi	beşi	1
çağrişimlar	çağrışımlar	1
alkin	ilkin	1
rayihasina	râyihasına	1
rayihasiz	râyihasız	1
sikintiyla	sıkıntıyla	1
akintıya	akıntıya	1
atilyor	atılyor	1
dana	dan	1
yuvalarina	yuvalarına	1
Saçtıklari	Saçtıkları	1
domuzbaliği	domuzbalığı	1
kışin	kışın	1
Sarayl’nda	Sarayı’nda	1
isinma	işinin	1
kor	kör	1
Firtinali	Fırtınalı	1
dezavantajindan	dezavantajından	1
çöminelerin	comınelerin	1
uzatilan	uzatılan	1
oymali	oymalı	1
mangali	mangalı	1
sobanin	sobanın	1
ağaçlarin	ağaçların	1
çadirli	çadırlı	1
Dolaşip	Dolaşıp	1
Atinizi	Atınızı	1
faliniza	falınıza	1
Çadirlarini	Çadırlarını	1
karşılaşmadik	karşılaşmadık	1
koyu	köyü	1
yirtık	yırtık	1
arabanin	arabanın	1
sirtlarina	sırtlarına	1
hayvanlarini	hayvanlarını	1
davranişı	davranışı	1
paryalari	paryaları	1
pirtik	pırtık	1
buzağilari	buzağıları	1
altlarinda	altlarında	1
devasiz	devasız	1
karşılaştiğim	karşılaştığım	1
kaçiranlar	kaçıranlar	1
sinifiyla	sınıfıyla	1
farktir	farktır	1
alanindan	alanından	1
yapmışlardir	yapmışlardır	1
hükümdarindan	hükümdarından	1
karşıliğidir	karşılığıdır	1
yağmacilik	yağmacılık	1
yollanmişti	yollanmıştı	1
karşıkliğa	karşıklığa	1
açmamşlardir	açmamşlardır	1
yaptiğimı	yaptığımı	1
bağrina	bağrına	1
alinacak	alınacak	1
subaylarinın	subaylarının	1
alştirma	alstırma	1
ziyaretimden	ziyaretinden	1
çalişıyor	çalışıyor	1
yila	yıla	1
karakollardaki	karakollardakı	1
araştirmaktayim	araştırmaktayım	1
yakasindaki	yakasındaki	1
subaya	subayı	1
adamlarin	adamların	1
ağirbaşl	ağırbaşl	1
istasyonlarin	istasyonların	1
Istasyonuna	İstasyonuna	1
som	son	1
soğukkanli	soğukkanlı	1
yaptiğimda	yaptığımda	1
duyarlilikla	duyarlılıkla	1
kurtarilmasina	kurtarılmasına	1
istasyonlari	istasyonları	1
lişmalariyla	lışmalarıyla	1
firlatmak	fırlatmak	1
sinanmıştir	sınanmıştır	1
topundadir	topundadır	1
Buharli	Buharlı	1
kumda	kında	1
atladi	atladı	1
Kiyi	Kıyı	1
artmışti	artmıştı	1
issiz	işsiz	1
tabanina	tabanına	1
çarpmışti	çarpmıştı	1
çarpmasini	çarpmasını	1
Ağaçl’daki	Ağaçl’dakı	1
Cankurtaranlarimiz	Cankurtaranlarımız	1
kabarmıti	kabarmıtı	1
akintiyla	akıntıyla	1
limaninin	limanının	1
batirana	batırana	1
kabarmiş	kabarmış	1
kilpayi	kılpayı	1
kayaliktir	kayalıktır	1
ulaştirdi	ulaştırdı	1
artirilmasi	artırılması	1
taşınmasi	taşınması	1
yilarda	yılarda	1
halatlarin	halatların	1
arkasina	arkasına	1
Yolcularin	Yolcuların	1
çıkartilmasi	çıkartılması	1
yardima	yardıma	1
Yakindaki	Yakındaki	1
çalişmalarina	çalışmalarına	1
şamandiraya	şamandıraya	1
yollamişti	yollamıştı	1
çobandir	çobandır	1
çıkarilirlar	çıkarılırlar	1
kurtarilanlarin	kurtarılanların	1
rahatlarini	rahatlarını	1
ocağindan	ocağından	1
kurtarilir	kurtarılır	1
hacilardır	hacılardır	1
haci	Hacı	1
bakildi	bakıldı	1
rahatlari	rahatları	1
seyahatime	seyahatine	1
başladiğimda	başladığında	1
bağliydilar	bağlıydılar	1
olduklarinin	olduklarının	1
inaniyorlardi	inanıyorlardı	1
gidiyorlardi	gidiyorlardı	1
kiyılarinda	kıyılarında	1
halkıni	halkını	1
kaldirim	kaldırım	1
duvarlarin	duvarların	1
Çasaroviç’te	Casarovıç’te	1
hacilari	hacıları	1
ulaştiklarinda	ulaştıklarında	1
tapiniyorlardi	tapınıyorlardı	1
ulaşmalarina	ulaşmalarına	1
vardiklarinda	vardıklarında	1
kalirlarsa	kalırlarsa	1
yukarida	yukarıda	1
başarisi	başarısı	1
kurtarilan	kurtarılan	1
hayatlarin	hayatlarını	1
sayisinda	sayısında	1
hizindadir	hızındadır	1
kurtarilişıni	kurtarılışını	1
tarzini	tarzını	1
yaratici	yaratıcı	1
donanim	donanım	1
inın	nin	1
kiyiya	kıyıya	1
halat	Halit	1
atildiği	atıldığı	1
makaranin	makamının	1
gemici	gerici	1
simidini	ümidini	1
kapatacağim	kapatacağım	1
teçhizatlarini	teçhizatlarını	1
Palamardaki	Palamardakı	1
aski	aşkı	1
akşıni	aksini	1
bağlidir	bağlıdır	1
adamin	adamın	1
almasinin	almasının	1
hizlandiracak	hızlandıracak	1
palamarin	palamarın	1
palamardaki	palamardakı	1
çabalarindan	çabalarından	1
sayılir	sayılır	1
yolcularinin	yolcularının	1
kurtarilmasindaki	kurtarılmasındakı	1
unutmadi	unutmadı	1
kazasi	kazası	1
Adami	Adamı	1
çıkarmayi	çıkarmayı	1
başarir	başarır	1
kiyinin	kıyının	1
sardiği	sardığı	1
savaşir	savaşır	1
batirilan	batırılan	1
Müslümanlardandir	Müslümanlardandır	1
doğrulamti	doğrulamtı	1
inanmasindan	inanmasından	1
kilanin	kılanın	1
tutanin	tutanın	1
konaklari	konakları	1
villalari	villaları	1
dışarida	dışarıda	1
kamaştirici	kamaştırıcı	1
vapurlariyla	vapurlarıyla	1
Bosfor’in	Bosfor’ın	1
piriltisi	pırıltısı	1
toplanildiği	toplanıldığı	1
çarpicidir	çarpıcıdır	1
bulamazmişçasina	bulamazmışçasına	1
yazinda	yazında	1
nazirlik	nazırlık	1
çikmişti	çıkmıştı	1
Yasama	Yaşama	1
oturumlari	oturumları	1
Hümayunundaki	Hümayunundakı	1
karşilaşıyordum	karşılaşıyordum	1
tanidiğim	tanıdığım	1
tamamini	tamamını	1
karıştiğim	karıştığım	1
taşimıyorlar	taşımıyorlar	1
yurtdışinda	yurtdışında	1
Yakin	Yakın	1
Adlarini	Adlarını	1
Bakanliği’nin	Bakanlığı’nın	1
başarilari	başarıları	1
kazanmiştir	kazanmıştır	1
yillarca	yıllarca	1
çıkarlarini	çıkarlarını	1
dostlarim	dostlarım	1
hatirladiğim	hatırladığım	1
bulamamişa	bulamamışa	1
Liverpool’daki	Liverpool’dakı	1
çağrilmişti	çağrılmıştı	1
diplomattir	diplomattır	1
Bosfor’daki	Bosfor’dakı	1
rahatsizhik	rahatsızhık	1
rihtimla	rıhtımla	1
çirpintili	çırpıntılı	1
çaliliklar	çalılıklar	1
sikliğı	şıklığı	1
adlandirilmasi	adlandırılması	1
kanisindayım	kanısındayım	1
karian	karın	1
anlayişıni	anlayışını	1
kitasina	kıtasına	1
kipırdatti	kıpırdattı	1
Yazin	Yazın	1
yakinliği	yakınlığı	1
yapmadi	yapmadı	1
mübalağasini	mübalağasını	1
aktarirsak	aktarırsak	1
dostlarinizi	dostlarınızı	1
ayrilışlarindan	ayrılışlarından	1
Aralik’ta	Aralık’ta	1
kişın	kışın	1
kalanini	kalanını	1
ruhlari	ruhları	1
zorundaydi	zorundaydı	1
acilarini	acılarını	1
yaptiklarinda	yaptıklarında	1
canliyken	canlıyken	1
unuturlardi	unuturlardı	1
Misir’da	Mısır’da	1
Iskenderiye’ye	İskenderiye’ye	1
Nil	Mil	1
yaşadiğimiz	yaşadığımız	1
varşımiz	varşımız	1
anlatilacak	anlatılacak	1
ithalati	ithalatı	1
uygarlaştirici	uygarlaştırıcı	1
dalgalanmiyor	dalgalanmıyor	1
ihracatindan	ihracatından	1
anlaıliyor	anlaılıyor	1
Sultanin	Sultanın	1
yıpranmiş	yıpranmış	1
kahramanidir	kahramanıdır	1
Kibrislidir	Kıbrıslıdır	1
tanrıçasiyla	tanrıçasıyla	1
karşılaştiğinda	karşılaştığında	1
Kibris’a	Kıbrıs’a	1
sultanlarin	sultanların	1
harikasinin	harikasının	1
okuyucularimi	okuyucularımı	1
Borsasi	Borsası	1
Canli	Canlı	1
sarsinti	sarsıntı	1
arkasindan	arkasından	1
taşiyor	taşıyor	1
çıkariyor	çıkarıyor	1
ndayiz	ndayız	1
Ayilarin	Ayıların	1
homurdanmasini	homurdanmasını	1
Boğalarin	Boğaların	1
indifasi	indifası	1
fişkiran	fışkıran	1
yarattiğinda	yarattığında	1
tahtasinda	tahtasında	1
Monaco’daki	Monaco’dakı	1
bulmayi	bulmayı	1
civarindaki	civarındaki	1
tutarli	tutarlı	1
Boga	Boğa	1
piyasanin	piyasanın	1
Îlahi	İlahi	1
Blavatsky’nin	Blavatsky’nın	1
Teosophical	Teosophıcal	1
piyasalari	piyasaları	1
yansitr	yansıtr	1
Kirim’dan	Kırım’dan	1
Kafkasya’nin	Kafkasya’nın	1
yatağinın	yatağının	1
Ruslarin	Rusların	1
ecdadimizin	ecdadımızın	1
sikilmayı	sıkılmayı	1
yakitini	yakıtını	1
gazyağini	gazyağını	1
galon	salon	1
pazarin	pazarın	1
Droojba’daki	Droojba’dakı	1
yataklari	yatakları	1
aktiğini	aktığını	1
kaynağinda	kaynağında	1
satilmasina	satılmasına	1
dindarliktan	dindarlıktan	1
tapimcilarini	tapimcilarını	1
korumasindaki	korumasındaki	1
yanmiyor	yanmıyor	1
nazim	Nazım	1
Abdullah’in	Abdullah’ın	1
kirarak	kırarak	1
Amine	Rine	1
firlatir	fırlatır	1
olamayacaği	olamayacağı	1
imanin	imanın	1
adlandirirlar	adlandırırlar	1
Hisari’nin	Hisarı’nın	1
siralandiği	sıralandığı	1
aşmamıştir	aşmamıştır	1
Riar’in	Riar’ın	1
depolaridir!	depolarıdır!	1
zorundadir	zorundadır	1
kasa	kısa	1
satmalarina	satmalarına	1
irmaği	ırmağı	1
KARADENIZ	KARADENİZ	1
HAZAR	HAZIR	1
DENIZI	DENİZİ	1
kargolarini	kargolarını	1
süristarya	şuriştarya	1
kolaylik	kolaylık	1
inça	rica	1
imtiyazi	imtiyazı	1
boşaltmasina	boşaltmasına	1
istisnasiz	istisnasız	1
depolarina	depolarına	1
boşaltmalari	boşaltmaları	1
boşaltabileceği	boşaltabıleceği	1
artirildi	artırıldı	1
orana	oranı	1
onaylanmadi	onaylanmadı	1
vapurlari	vapurları	1
almasina	almasına	1
Kismet	Kısmet	1
yatlari	yatları	1
manzarasina	manzarasına	1
depolarin	depoların	1
adalari	adaları	1
akaryakitinin	akaryakıtının	1
satişıyla	satışıyla	1
sahtekârliklar	sahtekârlıklar	1
kutularina	kutularına	1
gida	gıda	1
bağlarinda	başlarında	1
bağin	bağın	1
kullanili	kullanılı	1
barindirir	barındırır	1
kayaliklarda	kayalıklarda	1
çayirlarda	çayırlarda	1
yakalarinin	yakalarının	1
padişahn	padişahın	1
kovalarin	kovaların	1
kullanildiklarini	kullanıldıklarını	1
balikçıyi	balıkçıyı	1
tadinda	tadında	1
yazilidır	yazılıdır	1
alinmasi	alınması	1
oyulmu	oyunu	1
boyanmiş	boyanmış	1
yaldizla	yaldızlı	1
hanim	hanım	1
avlularindaki	avlularındakı	1
kaplanmitir	kaplanmıtır	1
anforalarini	anforalarını	1
başlarinin	başlarının	1
uygulamayi	uygulamayı	1
kovalariyla	kovalarıyla	1
salinirdi	salınırdı	1
Misirlt	Mısırlt	1
âdetiyle	adetiyle	1
toplumlarin	toplumların	1
yikik	yıkık	1
karşilaştirma	karşılaştırma	1
kadinın	kadının	1
kadininın	kadınının	1
yapilirken	yapılırken	1
odasinda	odasında	1
alinma	alınma	1
yayimladiği	yayımladığı	1
Sanatçimiz	Sanatçımız	1
kiyafetinde	kıyafetinde	1
hantalliği	hantallığı	1
başlayincaya	başlayıncaya	1
yağliboyadan	yağlıboyadan	1
savaştiktan	savaştıktan	1
