original	corrected	count
Hamidi	Hamdi	1
IMALI	MALİ	1
Kurmandanlığı'na	Kumandanlığı'na	1
emirine	emrine	1
Terciiman	Tercüman	1
camili	canlı	1
taşmaktaydı	taşımaktaydı	1
münikün	mümkün	1
bulurnan	bulunan	1
